,fecha,cod_cliente,cod_art,_canal_cliente,venta,kilos
93308,2023-03-17,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93309,2023-03-17,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93310,2023-03-18,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93311,2023-03-20,880/6recoleta218531810017,715recoleta,Ecommerce,1410,7
93312,2023-03-20,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93313,2023-03-22,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93314,2023-03-25,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93315,2023-03-27,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93316,2023-03-27,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93317,2023-03-27,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93318,2023-04-01,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93319,2023-04-01,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93320,2023-04-03,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93321,2023-04-03,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93322,2023-04-03,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93323,2023-04-11,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93324,2023-04-15,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93325,2023-04-19,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93326,2023-04-19,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93327,2023-04-22,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93328,2023-04-25,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93329,2023-04-28,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93330,2023-05-02,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93331,2023-05-05,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93332,2023-05-05,880/6recoleta218531810017,715recoleta,Ecommerce,1410,7
93333,2023-05-06,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93334,2023-05-08,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93335,2023-05-08,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93336,2023-05-10,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93337,2023-05-12,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93338,2023-05-16,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93339,2023-05-17,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93340,2023-05-17,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93341,2023-05-19,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93342,2023-05-19,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93343,2023-05-19,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93344,2023-05-20,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93345,2023-05-22,880/1recoleta218531810017,715recoleta,Ecommerce,1410,7
93346,2023-05-24,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93347,2023-05-26,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93348,2023-05-29,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93349,2023-06-01,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93350,2023-06-03,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93351,2023-06-05,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93352,2023-06-05,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93353,2023-06-09,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93354,2023-06-20,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93355,2023-07-01,880/8recoleta218531810017,715recoleta,Ecommerce,1410,7
93356,2023-08-09,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93357,2023-08-18,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93358,2023-08-28,880/6recoleta218531810017,715recoleta,Ecommerce,1410,7
93359,2023-09-01,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93360,2023-09-12,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93361,2023-09-18,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93362,2023-09-25,880/9recoleta218531810017,715recoleta,Ecommerce,1410,7
93363,2023-10-02,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93364,2023-10-27,880/4recoleta218531810017,715recoleta,Ecommerce,1410,7
93365,2023-11-08,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93366,2023-11-17,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93367,2023-11-17,880/8recoleta218531810017,715recoleta,Ecommerce,1410,7
93368,2023-11-28,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93369,2023-12-01,880/6recoleta218531810017,715recoleta,Ecommerce,1410,7
93370,2023-12-29,880/12recoleta218531810017,715recoleta,Ecommerce,1410,7
93371,2024-01-05,880/3recoleta218531810017,715recoleta,Ecommerce,1410,7
93372,2024-01-08,880/11recoleta218531810017,715recoleta,Ecommerce,1410,7
93373,2024-01-08,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93374,2024-01-10,880/7recoleta218531810017,715recoleta,Ecommerce,1410,7
93375,2024-02-06,880/5recoleta218531810017,715recoleta,Ecommerce,1410,7
93376,2024-02-13,880/6recoleta218531810017,715recoleta,Ecommerce,1410,7
93377,2024-02-23,880/10recoleta218531810017,715recoleta,Ecommerce,1410,7
93378,2022-11-08,159recoleta213637760012,715recoleta,Minorista,1340,7
93379,2022-11-10,1758recoleta211412910010,715recoleta,Minorista,1340,7
93380,2022-11-10,808recoleta211947160017,715recoleta,Minorista,1340,7
93381,2022-11-15,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93382,2022-11-15,77recoleta213725260011,715recoleta,Minorista,1340,7
93383,2022-11-17,1625recoleta210343900017,715recoleta,HORECA,1340,7
93384,2022-11-17,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93385,2022-11-23,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93386,2022-12-01,88recoleta215294240013,715recoleta,Minorista,1340,7
93387,2022-12-05,808recoleta211947160017,715recoleta,Minorista,1340,7
93388,2022-12-05,278recoleta210864860013,715recoleta,Carnicería & Pollería,1340,7
93389,2022-12-07,1758recoleta211412910010,715recoleta,Minorista,1340,7
93390,2022-12-13,1758recoleta211412910010,715recoleta,Minorista,1340,7
93391,2022-12-15,1758recoleta211412910010,715recoleta,Minorista,1340,7
93392,2022-12-19,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93393,2022-12-20,159recoleta213637760012,715recoleta,Minorista,1340,7
93394,2022-12-29,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93395,2023-01-05,1625recoleta210343900017,715recoleta,HORECA,1340,7
93396,2023-01-12,933recoleta212685770016,715recoleta,Minorista,1340,7
93397,2023-01-17,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93398,2023-01-18,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93399,2023-01-19,88recoleta215294240013,715recoleta,Minorista,1340,7
93400,2023-01-21,1030recoleta214423860014,715recoleta,Minorista,1340,7
93401,2023-01-24,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93402,2023-01-25,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93403,2023-02-01,159recoleta213637760012,715recoleta,Minorista,1340,7
93404,2023-02-09,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93405,2023-02-11,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93406,2023-02-16,88recoleta215294240013,715recoleta,Minorista,1340,7
93407,2023-02-23,1625recoleta210343900017,715recoleta,HORECA,1340,7
93408,2023-03-02,88recoleta215294240013,715recoleta,Minorista,1340,7
93409,2023-03-02,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93410,2023-03-06,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93411,2023-03-11,933recoleta212685770016,715recoleta,Minorista,1340,7
93412,2023-03-14,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93413,2023-03-14,1030recoleta214423860014,715recoleta,Minorista,1340,7
93414,2023-03-16,88recoleta215294240013,715recoleta,Minorista,1340,7
93415,2023-03-27,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93416,2023-03-27,1030recoleta214423860014,715recoleta,Minorista,1340,7
93417,2023-03-28,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93418,2023-03-28,159recoleta213637760012,715recoleta,Minorista,1340,7
93419,2023-03-29,1758recoleta211412910010,715recoleta,Minorista,1340,7
93420,2023-04-12,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93421,2023-04-13,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93422,2023-04-13,1625recoleta210343900017,715recoleta,HORECA,1340,7
93423,2023-04-18,808recoleta211947160017,715recoleta,Minorista,1340,7
93424,2023-04-19,1030recoleta214423860014,715recoleta,Minorista,1340,7
93425,2023-04-20,88recoleta215294240013,715recoleta,Minorista,1340,7
93426,2023-04-24,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93427,2023-04-27,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93428,2023-05-03,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93429,2023-05-11,88recoleta215294240013,715recoleta,Minorista,1340,7
93430,2023-05-11,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93431,2023-05-17,1758recoleta211412910010,715recoleta,Minorista,1340,7
93432,2023-05-17,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93433,2023-05-23,159recoleta213637760012,715recoleta,Minorista,1340,7
93434,2023-05-25,88recoleta215294240013,715recoleta,Minorista,1340,7
93435,2023-05-30,77recoleta213725260011,715recoleta,Minorista,1340,7
93436,2023-06-08,1625recoleta210343900017,715recoleta,HORECA,1340,7
93437,2023-06-08,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93438,2023-06-09,808recoleta211947160017,715recoleta,Minorista,1340,7
93439,2023-06-15,88recoleta215294240013,715recoleta,Minorista,1340,7
93440,2023-06-19,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93441,2023-06-22,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93442,2023-06-22,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93443,2023-06-29,808recoleta211947160017,715recoleta,Minorista,1340,7
93444,2023-07-06,808recoleta211947160017,715recoleta,Minorista,1340,7
93445,2023-07-10,1030recoleta214423860014,715recoleta,Minorista,1340,7
93446,2023-07-11,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93447,2023-07-13,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93448,2023-07-19,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93449,2023-07-19,1758recoleta211412910010,715recoleta,Minorista,1340,7
93450,2023-07-20,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93451,2023-07-27,88recoleta215294240013,715recoleta,Minorista,1340,7
93452,2023-08-01,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93453,2023-08-02,1758recoleta211412910010,715recoleta,Minorista,1340,7
93454,2023-08-03,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93455,2023-08-07,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93456,2023-08-17,88recoleta215294240013,715recoleta,Minorista,1340,7
93457,2023-08-21,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93458,2023-08-22,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93459,2023-08-26,1625recoleta210343900017,715recoleta,HORECA,1340,7
93460,2023-09-04,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93461,2023-09-08,159recoleta213637760012,715recoleta,Minorista,1340,7
93462,2023-09-08,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93463,2023-09-14,88recoleta215294240013,715recoleta,Minorista,1340,7
93464,2023-09-21,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93465,2023-09-29,808recoleta211947160017,715recoleta,Minorista,1340,7
93466,2023-10-02,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93467,2023-10-03,77recoleta213725260011,715recoleta,Minorista,1340,7
93468,2023-10-03,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93469,2023-10-12,1625recoleta210343900017,715recoleta,HORECA,1340,7
93470,2023-10-12,88recoleta215294240013,715recoleta,Minorista,1340,7
93471,2023-10-17,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93472,2023-10-19,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93473,2023-10-25,1758recoleta211412910010,715recoleta,Minorista,1340,7
93474,2023-10-28,933recoleta212685770016,715recoleta,Minorista,1340,7
93475,2023-11-02,88recoleta215294240013,715recoleta,Minorista,1340,7
93476,2023-11-08,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93477,2023-11-09,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93478,2023-11-11,808recoleta211947160017,715recoleta,Minorista,1340,7
93479,2023-11-22,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93480,2023-11-27,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93481,2023-11-28,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93482,2023-12-01,88recoleta215294240013,715recoleta,Minorista,1340,7
93483,2023-12-12,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93484,2023-12-14,88recoleta215294240013,715recoleta,Minorista,1340,7
93485,2023-12-20,1758recoleta211412910010,715recoleta,Minorista,1340,7
93486,2023-12-21,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93487,2023-12-26,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93488,2023-12-26,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93489,2024-01-09,77recoleta213725260011,715recoleta,Minorista,1340,7
93490,2024-01-11,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93491,2024-01-16,159recoleta213637760012,715recoleta,Minorista,1340,7
93492,2024-01-22,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93493,2024-01-25,1625recoleta210343900017,715recoleta,HORECA,1340,7
93494,2024-01-25,88recoleta215294240013,715recoleta,Minorista,1340,7
93495,2024-01-30,344recoleta211428340014,715recoleta,Grupo de Compras,1340,7
93496,2024-01-30,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93497,2024-02-01,1686recoleta210156590018,715recoleta,Supermercados Independientes,1340,7
93498,2024-02-08,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93499,2024-02-26,102/1recoleta216333990012,715recoleta,HORECA,1340,7
93500,2024-02-27,362recoleta214861470012,715recoleta,Grupo de Compras,1340,7
93501,2024-03-05,77recoleta213725260011,715recoleta,Minorista,1340,7
93502,2024-03-07,88recoleta215294240013,715recoleta,Minorista,1340,7
93503,2024-03-11,880/8recoleta218531810017,715recoleta,Ecommerce,1340,7
93504,2024-03-14,1045recoleta210278040012,715recoleta,Supermercados Independientes,1340,7
93505,2024-03-21,1045recoleta210278040012,715recoleta,Supermercados Independientes,1340,7
93506,2024-04-03,880/7recoleta218531810017,715recoleta,Ecommerce,1340,7
93507,2024-04-04,1045recoleta210278040012,715recoleta,Supermercados Independientes,1340,7
93508,2022-11-01,83recoleta212763440015,715recoleta,Minorista,1269,7
93509,2022-12-16,134recoleta215030420017,715recoleta,Supermercados Independientes,1241,7
93511,2023-01-14,83recoleta212763440015,715recoleta,Minorista,1269,7
93513,2023-03-11,83recoleta212763440015,715recoleta,Minorista,1269,7
93514,2023-04-13,184recoleta211144380011,715recoleta,Carnicería & Pollería,1354,7
93515,2023-04-17,134recoleta215030420017,715recoleta,Supermercados Independientes,1241,7
93516,2023-06-03,821recoleta216590700013,715recoleta,Minorista,1269,7
93517,2023-06-13,83recoleta212763440015,715recoleta,Minorista,1269,7
93518,2023-06-29,671recoleta214003470019,715recoleta,Minorista,1062,7
93519,2023-07-01,83recoleta212763440015,715recoleta,Minorista,1062,7
93520,2023-07-04,90recoleta215539950018,715recoleta,Minorista,1062,7
93521,2023-07-13,671recoleta214003470019,715recoleta,Minorista,1062,7
93522,2023-07-13,129recoleta210410440019,715recoleta,Grupo de Compras,1062,7
93523,2023-07-13,183recoleta214886680010,715recoleta,Grupo de Compras,1062,7
93524,2023-07-20,90recoleta215539950018,715recoleta,Minorista,1062,7
93525,2023-07-20,183recoleta214886680010,715recoleta,Grupo de Compras,1062,7
93526,2023-07-27,129recoleta210410440019,715recoleta,Grupo de Compras,1062,7
93528,2023-08-22,183recoleta214886680010,715recoleta,Grupo de Compras,1269,7
93529,2023-09-18,134recoleta215030420017,715recoleta,Supermercados Independientes,1241,7
93530,2023-09-21,183recoleta214886680010,715recoleta,Grupo de Compras,1269,7
93531,2023-10-03,83recoleta212763440015,715recoleta,Minorista,1269,7
