customer_code,Days since last sales,Customer age in days,Recencia,Nro Sku,Frecuency,Indicator key
127112ykua_sati,72.0,51.0,90.0,49.5,2.0,2.0
124354ykua_sati,100.0,88.0,96.0,49.5,15.0,8.0
123082ykua_sati,91.0,89.0,97.0,49.5,20.0,11.0
130610ykua_sati,54.0,34.5,16.5,0.0,0.0,
130757ykua_sati,97.0,85.0,96.0,0.0,100.0,100.0
126957ykua_sati,97.0,99.0,94.0,100.0,11.0,11.0
126866ykua_sati,93.0,100.0,94.0,100.0,23.0,4.0
129795ykua_sati,98.0,96.0,86.0,100.0,9.0,1.0
126865ykua_sati,92.0,92.0,91.5,50.0,37.0,14.0
126951ykua_sati,94.0,100.0,93.0,50.0,62.0,19.0
132241ykua_sati,94.0,51.5,90.0,83.0,3.0,6.0
125181ykua_sati,80.5,86.0,72.5,0.0,12.0,9.5
123535ykua_sati,95.0,96.5,88.5,0.0,50.0,18.0
123443ykua_sati,89.0,95.5,89.0,0.0,45.5,16.0
127100ykua_sati,93.0,100.0,87.0,0.0,41.0,13.0
125221ykua_sati,96.0,87.0,92.5,0.0,66.0,37.0
128612ykua_sati,79.0,85.0,83.5,0.0,25.0,6.0
129364ykua_sati,81.0,44.0,76.5,0.0,8.0,4.0
132480ykua_sati,100.0,51.0,96.5,100.0,25.0,2.0
123354ykua_sati,100.0,96.0,91.5,0.0,66.0,23.0
131794ykua_sati,100.0,98.0,94.0,100.0,75.0,23.0
129270ykua_sati,96.0,98.0,88.5,0.0,16.0,19.0
129071ykua_sati,49.0,96.0,89.0,0.0,0.0,11.0
130202ykua_sati,13.0,94.0,96.0,0.0,0.0,7.0
132151ykua_sati,98.0,86.5,31.0,0.0,66.0,44.0
130722ykua_sati,99.0,94.0,96.5,0.0,83.0,71.0
131173ykua_sati,13.0,85.0,85.0,0.0,0.0,15.0
129475ykua_sati,100.0,96.5,89.0,100.0,37.0,10.0
132159ykua_sati,10.5,93.0,90.5,16.5,0.0,1.0
132066ykua_sati,28.0,99.0,93.0,100.0,4.0,0.0
128891ykua_sati,91.0,100.0,88.5,100.0,33.0,13.0
131025ykua_sati,94.5,84.0,71.5,50.0,11.0,2.0
127536ykua_sati,32.0,63.0,100.0,0.0,0.0,
132155ykua_sati,95.0,78.5,93.5,100.0,7.5,6.0
132033ykua_sati,75.5,55.0,85.5,0.0,0.0,0.0
131705ykua_sati,89.0,46.0,70.0,0.0,100.0,100.0
131722ykua_sati,98.0,56.0,82.0,16.5,2.0,4.0
130747ykua_sati,74.0,29.0,92.0,49.5,1.0,2.0
129819ykua_sati,14.0,98.0,74.5,0.0,8.0,1.0
123475ykua_sati,94.0,97.5,85.5,0.0,33.0,6.0
131046ykua_sati,96.0,97.0,93.5,0.0,87.0,33.0
126341ykua_sati,90.0,96.5,91.5,0.0,44.0,21.5
123476ykua_sati,100.0,97.0,97.0,0.0,100.0,52.0
127299ykua_sati,98.0,100.0,84.0,0.0,33.0,8.0
125258ykua_sati,94.0,100.0,78.0,0.0,25.0,6.0
130448ykua_sati,93.0,90.0,94.0,0.0,33.0,8.0
132451ykua_sati,9.0,92.0,98.0,0.0,0.0,2.0
128758ykua_sati,89.0,90.0,90.5,0.0,50.0,22.5
132460ykua_sati,38.0,95.0,84.0,0.0,10.0,6.0
132008ykua_sati,44.0,84.0,88.0,0.0,0.0,5.0
125834ykua_sati,44.0,76.5,36.0,0.0,0.0,0.0
129712ykua_sati,60.0,100.0,76.0,0.0,0.0,6.5
129041ykua_sati,21.0,79.0,93.5,49.5,0.0,0.0
124359ykua_sati,80.0,74.0,36.5,0.0,0.0,2.0
129655ykua_sati,94.5,71.0,79.0,0.0,11.0,4.0
126387ykua_sati,91.0,91.0,91.5,0.0,16.0,3.5
121911ykua_sati,97.0,97.5,94.5,0.0,100.0,30.0
131889ykua_sati,52.0,84.5,90.0,49.5,2.0,1.0
126650ykua_sati,15.5,62.5,81.5,0.0,0.0,0.0
129025ykua_sati,28.0,46.5,0.0,0.0,0.0,
131319ykua_sati,32.0,62.5,0.0,0.0,2.0,
130677ykua_sati,89.0,91.0,82.0,0.0,15.0,5.5
128747ykua_sati,91.0,58.0,0.0,0.0,0.0,4.0
125247ykua_sati,77.0,88.5,74.5,0.0,16.0,3.5
124555ykua_sati,39.5,62.0,79.5,0.0,4.0,2.0
130943ykua_sati,84.5,95.0,89.0,0.0,45.5,12.0
131097ykua_sati,52.0,61.5,73.5,0.0,4.0,2.0
131226ykua_sati,32.0,41.0,0.0,0.0,0.0,
125139ykua_sati,91.5,100.0,93.5,0.0,83.0,34.0
132037ykua_sati,51.5,94.0,62.5,0.0,8.0,2.0
121609ykua_sati,89.0,89.0,88.5,0.0,41.0,9.0
126106ykua_sati,98.0,48.5,92.5,0.0,41.0,9.0
132038ykua_sati,84.0,92.0,82.0,0.0,25.0,4.0
131652ykua_sati,91.5,84.0,60.0,0.0,8.0,2.0
123641ykua_sati,91.0,100.0,91.0,0.0,58.0,16.0
127717ykua_sati,67.5,47.0,67.5,0.0,0.0,2.0
123537ykua_sati,56.0,47.0,75.5,0.0,0.0,2.0
127761ykua_sati,88.0,92.0,74.5,0.0,16.0,4.0
129174ykua_sati,51.5,59.0,75.5,0.0,4.0,1.0
130936ykua_sati,75.0,92.0,74.0,0.0,16.0,5.0
126980ykua_sati,77.5,90.0,76.5,0.0,16.0,7.0
130551ykua_sati,83.0,93.0,80.5,0.0,25.0,7.0
131242ykua_sati,49.0,85.0,84.0,0.0,16.0,3.5
130836ykua_sati,90.0,45.5,88.5,0.0,20.5,5.0
131607ykua_sati,85.0,85.5,74.0,0.0,11.0,4.0
126940ykua_sati,96.0,87.5,83.0,50.0,22.0,6.0
128869ykua_sati,95.0,71.5,79.0,0.0,11.0,2.0
126950ykua_sati,87.0,97.5,81.0,50.0,16.5,15.0
129832ykua_sati,100.0,100.0,98.0,0.0,100.0,16.0
131220ykua_sati,80.0,94.0,86.0,0.0,4.0,2.0
132167ykua_sati,91.0,88.0,86.5,49.5,3.5,3.0
130048ykua_sati,96.0,82.0,91.0,50.0,14.0,1.0
129858ykua_sati,97.0,100.0,96.5,50.0,47.5,20.0
127893ykua_sati,77.0,74.0,79.5,49.5,1.5,1.0
126115ykua_sati,27.0,66.5,16.5,0.0,0.0,
140064ykua_sati,30.0,64.5,0.0,0.0,2.5,
132228ykua_sati,32.0,60.5,16.5,0.0,0.0,
131924ykua_sati,90.0,30.0,0.0,0.0,0.0,3.0
132189ykua_sati,36.0,59.0,100.0,0.0,0.0,
128820ykua_sati,86.0,95.5,85.0,0.0,22.0,7.0
132020ykua_sati,37.0,57.0,96.0,0.0,0.0,0.0
122111ykua_sati,100.0,84.0,86.0,0.0,9.0,1.0
126976ykua_sati,95.0,97.0,94.0,0.0,75.0,16.0
129205ykua_sati,73.0,83.5,46.0,0.0,0.0,2.0
129520ykua_sati,89.5,95.0,91.5,0.0,37.0,10.0
126943ykua_sati,72.0,72.5,70.0,0.0,0.0,1.0
131595ykua_sati,91.0,86.0,87.0,0.0,22.0,3.0
132235ykua_sati,94.5,56.5,96.0,16.5,10.0,7.0
123369ykua_sati,72.0,85.5,96.0,100.0,11.5,29.0
131087ykua_sati,2.0,99.0,96.0,16.5,0.0,0.0
127130ykua_sati,75.0,97.0,97.0,49.5,20.0,32.0
130627ykua_sati,97.0,83.0,82.5,16.5,2.5,3.0
126205ykua_sati,100.0,49.0,98.0,49.5,21.5,14.0
132224ykua_sati,90.0,56.0,73.5,49.5,1.0,3.0
129150ykua_sati,0.0,100.0,16.5,0.0,0.0,
131958ykua_sati,95.5,95.0,95.5,16.5,13.5,15.0
132158ykua_sati,100.0,94.0,97.0,16.5,21.0,17.0
129928ykua_sati,97.0,94.0,96.0,16.5,18.0,12.0
132464ykua_sati,4.0,93.5,16.5,0.0,0.0,
131913ykua_sati,40.0,69.0,96.0,16.5,2.5,2.0
132467ykua_sati,46.0,69.0,96.0,16.5,3.5,3.0
131909ykua_sati,76.0,65.5,90.0,16.5,2.5,2.0
130505ykua_sati,33.0,59.0,16.5,0.0,0.0,
126222ykua_sati,35.0,56.5,16.5,0.0,0.0,
130631ykua_sati,93.0,93.5,89.5,0.0,16.0,14.0
123832ykua_sati,39.0,89.0,49.5,0.0,0.0,1.0
124342ykua_sati,95.0,87.0,84.0,0.0,20.0,7.0
126042ykua_sati,95.5,78.5,41.5,0.0,4.0,2.0
123647ykua_sati,77.0,77.5,83.0,16.5,2.0,1.0
128821ykua_sati,19.0,78.0,99.0,0.0,0.0,
125011ykua_sati,40.5,77.5,69.0,0.0,4.0,1.5
132206ykua_sati,33.0,58.0,59.5,0.0,0.0,2.5
130137ykua_sati,81.0,72.5,48.0,0.0,0.0,1.0
140053ykua_sati,27.0,68.0,0.0,0.0,2.0,
130764ykua_sati,29.0,64.0,0.0,0.0,0.0,
131736ykua_sati,21.0,33.5,0.0,0.0,0.0,
130650ykua_sati,21.0,33.5,0.0,0.0,0.0,
132003ykua_sati,77.0,59.0,26.5,0.0,0.0,1.0
125113ykua_sati,98.0,97.0,80.5,0.0,25.0,12.0
131839ykua_sati,81.5,92.0,73.0,0.0,16.0,5.0
9999999ykua_sati,98.0,44.5,89.5,0.0,22.0,9.0
132255ykua_sati,35.0,44.5,72.5,0.0,0.0,1.0
121602ykua_sati,84.5,92.0,69.0,0.0,12.0,5.0
129452ykua_sati,88.5,91.0,37.0,0.0,4.0,2.0
132281ykua_sati,97.5,31.0,93.5,0.0,16.0,9.0
130911ykua_sati,51.5,24.0,97.5,0.0,0.0,1.0
129343ykua_sati,49.0,24.0,0.0,0.0,0.0,
131690ykua_sati,65.0,41.0,84.5,0.0,8.0,4.0
126946ykua_sati,93.0,92.0,83.0,0.0,22.0,4.5
130136ykua_sati,88.0,19.0,80.0,0.0,0.0,3.0
130366ykua_sati,99.0,22.5,89.5,0.0,16.0,6.0
130863ykua_sati,96.0,14.0,93.5,0.0,5.0,1.0
131449ykua_sati,96.0,85.0,94.0,16.5,9.0,5.0
129716ykua_sati,92.5,95.0,92.0,0.0,44.0,87.5
128823ykua_sati,99.0,85.0,97.5,0.0,100.0,100.0
132298ykua_sati,97.0,0.0,94.0,0.0,0.0,0.5
121801ykua_sati,96.0,0.0,90.5,0.0,0.5,3.0
131091ykua_sati,100.0,100.0,89.0,0.0,37.0,6.0
140511ykua_sati,93.0,41.0,74.0,0.0,0.0,1.5
132024ykua_sati,94.0,82.0,76.5,0.0,11.0,3.0
126927ykua_sati,94.0,85.5,90.0,50.0,37.0,10.0
126941ykua_sati,94.0,91.5,61.5,0.0,5.5,1.0
129098ykua_sati,95.0,76.0,88.0,0.0,22.0,7.0
131235ykua_sati,99.0,85.5,92.5,0.0,50.0,13.0
131905ykua_sati,97.5,80.0,88.0,0.0,22.0,3.0
132229ykua_sati,100.0,60.5,42.0,0.0,0.0,1.0
127423ykua_sati,42.0,100.0,56.0,0.0,0.0,3.0
131076ykua_sati,100.0,99.0,80.5,0.0,25.0,5.0
131984ykua_sati,95.0,98.0,95.5,0.0,66.0,33.5
129963ykua_sati,88.0,97.0,92.0,0.0,24.5,16.0
130238ykua_sati,100.0,96.0,90.0,0.0,16.0,16.0
130120ykua_sati,98.0,95.0,90.5,0.0,16.0,16.0
129674ykua_sati,10.0,94.0,92.0,0.0,0.0,3.0
131801ykua_sati,14.0,93.5,95.0,16.5,1.0,0.0
127095ykua_sati,5.5,92.0,0.0,0.0,2.0,
127451ykua_sati,97.0,91.0,88.0,0.0,27.5,16.0
129484ykua_sati,96.0,90.0,94.0,0.0,41.5,22.5
129828ykua_sati,46.0,89.0,57.0,0.0,0.0,3.0
127247ykua_sati,83.5,87.0,71.5,0.0,0.0,5.0
127328ykua_sati,85.0,83.5,83.0,0.0,0.0,4.0
127164ykua_sati,100.0,83.5,83.0,0.0,8.0,7.5
140480ykua_sati,0.0,97.0,73.5,0.0,0.0,5.0
132071ykua_sati,49.5,79.0,76.0,16.5,0.5,0.5
129123ykua_sati,17.0,80.0,100.0,0.0,0.0,
124372ykua_sati,60.0,78.5,83.5,0.0,0.0,5.0
124373ykua_sati,94.0,78.0,82.0,0.0,0.0,5.5
131270ykua_sati,75.5,76.5,35.0,0.0,0.0,3.0
131069ykua_sati,94.5,75.0,94.5,0.0,33.0,20.0
126143ykua_sati,93.0,74.5,79.0,0.0,0.0,6.0
131646ykua_sati,26.0,68.0,100.0,16.5,0.0,
127357ykua_sati,0.0,60.0,0.0,0.0,0.0,
123244ykua_sati,82.0,85.5,88.0,0.0,16.0,5.0
126001ykua_sati,100.0,77.0,93.5,0.0,55.0,46.0
129296ykua_sati,63.0,50.0,89.0,0.0,10.0,4.0
130972ykua_sati,38.0,53.0,16.5,0.0,0.0,
132489ykua_sati,76.5,48.0,71.0,0.0,4.0,2.0
131881ykua_sati,67.0,46.0,91.5,0.0,0.0,6.5
126413ykua_sati,47.0,39.0,92.0,0.0,0.0,3.0
127063ykua_sati,77.0,92.0,78.5,0.0,16.0,8.0
132247ykua_sati,48.0,44.5,0.0,0.0,2.0,
131882ykua_sati,82.0,38.0,89.0,0.0,0.0,5.0
132497ykua_sati,44.0,30.5,0.0,0.0,0.0,
130945ykua_sati,82.0,33.0,70.5,0.0,0.0,2.0
131007ykua_sati,100.0,0.0,29.0,0.0,21.0,10.0
131865ykua_sati,75.0,82.0,88.0,0.0,8.0,9.0
121626ykua_sati,93.0,98.0,83.5,0.0,33.0,5.0
127718ykua_sati,100.0,96.5,67.5,0.0,16.0,3.5
124981ykua_sati,99.0,97.0,98.0,16.5,35.0,18.0
131659ykua_sati,96.5,86.0,94.5,16.5,10.5,6.0
131642ykua_sati,97.0,95.5,95.5,16.5,14.0,8.0
130964ykua_sati,97.0,95.0,96.0,16.5,16.5,9.0
130794ykua_sati,97.0,88.0,93.5,16.5,8.5,5.0
132185ykua_sati,93.0,73.5,96.0,100.0,12.0,22.0
131716ykua_sati,97.0,100.0,97.5,16.5,29.5,19.0
125083ykua_sati,96.5,80.5,88.0,16.5,4.0,2.0
126862ykua_sati,99.0,92.5,94.0,16.5,10.5,6.0
123197ykua_sati,99.0,88.0,97.0,16.5,22.5,17.0
126837ykua_sati,100.0,3.0,73.5,16.5,0.0,0.0
131616ykua_sati,84.0,89.5,81.5,16.5,2.0,3.0
130840ykua_sati,75.5,64.5,0.0,0.0,0.0,0.0
130949ykua_sati,36.0,55.5,0.0,0.0,0.0,
131784ykua_sati,100.0,100.0,91.0,0.0,50.0,5.0
131687ykua_sati,0.0,94.0,0.0,0.0,0.0,
127162ykua_sati,100.0,93.0,18.5,0.0,0.0,0.0
130578ykua_sati,92.0,91.0,78.5,0.0,11.0,2.0
129306ykua_sati,26.0,89.0,97.0,0.0,37.0,8.0
128717ykua_sati,99.0,88.0,91.5,0.0,43.5,9.0
132023ykua_sati,6.5,86.0,0.0,0.0,0.0,
126965ykua_sati,7.0,85.0,0.0,0.0,0.0,
130536ykua_sati,24.0,84.0,86.5,0.0,0.0,1.0
130898ykua_sati,94.5,83.5,94.0,0.0,62.0,17.0
131001ykua_sati,13.0,78.0,0.0,0.0,0.0,
130553ykua_sati,14.0,77.0,0.0,0.0,0.0,
131997ykua_sati,91.0,95.5,93.5,0.0,62.0,4.0
131916ykua_sati,31.0,78.0,85.0,0.0,0.0,0.0
127592ykua_sati,70.0,58.0,36.0,0.0,0.0,0.0
132487ykua_sati,75.5,37.0,50.5,0.0,0.0,0.0
130593ykua_sati,94.0,93.0,88.0,0.0,27.5,5.0
131545ykua_sati,81.5,64.0,69.0,0.0,0.0,2.5
131989ykua_sati,37.5,50.0,0.0,0.0,0.0,
132463ykua_sati,60.5,39.0,89.0,0.0,0.0,2.0
126869ykua_sati,72.0,93.0,83.0,0.0,11.0,5.0
126942ykua_sati,84.5,32.0,48.5,0.0,0.0,0.0
126945ykua_sati,64.0,20.5,0.0,0.0,0.0,
126926ykua_sati,73.0,48.0,72.0,0.0,0.0,3.0
132300ykua_sati,82.0,0.0,0.0,0.0,0.0,
123798ykua_sati,51.0,100.0,76.5,0.0,3.0,0.0
123534ykua_sati,18.5,85.0,0.0,0.0,0.0,0.0
131329ykua_sati,79.0,51.0,89.0,0.0,0.0,9.0
131822ykua_sati,53.5,22.0,97.5,0.0,0.0,0.0
126644ykua_sati,95.0,86.0,89.5,49.5,5.0,10.0
127408ykua_sati,54.0,34.5,16.5,0.0,0.0,
123813ykua_sati,27.0,98.0,87.0,16.5,1.0,1.0
129595ykua_sati,40.0,95.0,86.0,16.5,1.5,1.0
131357ykua_sati,76.0,90.0,93.5,16.5,6.5,4.0
123034ykua_sati,7.5,89.5,16.5,0.0,0.0,
127078ykua_sati,15.0,88.5,90.0,16.5,0.0,0.0
123574ykua_sati,9.0,88.5,100.0,16.5,0.0,0.0
130882ykua_sati,12.0,88.0,95.0,16.5,0.0,0.0
129448ykua_sati,84.5,87.0,73.0,16.5,1.5,1.0
132182ykua_sati,15.0,84.0,96.0,16.5,0.0,0.0
126704ykua_sati,26.0,67.0,16.5,0.0,0.0,
131640ykua_sati,49.0,43.5,95.0,16.5,0.0,0.5
130269ykua_sati,70.0,15.0,16.5,0.0,0.0,
123469ykua_sati,71.0,14.0,16.5,0.0,0.0,
126396ykua_sati,16.0,97.0,78.5,16.5,0.0,0.0
123446ykua_sati,4.0,94.0,16.5,0.0,0.0,
129931ykua_sati,27.0,92.5,93.5,16.5,2.0,1.0
130612ykua_sati,29.0,88.5,84.5,16.5,0.5,0.5
130373ykua_sati,27.0,88.0,94.0,16.5,2.0,1.0
125013ykua_sati,9.0,88.0,16.5,0.0,0.0,
129946ykua_sati,40.0,86.5,97.0,16.5,8.0,5.0
131432ykua_sati,15.0,84.5,97.0,16.5,0.5,0.0
130591ykua_sati,75.0,85.0,91.0,16.5,4.5,8.0
132084ykua_sati,28.5,79.5,81.5,16.5,0.0,0.0
132263ykua_sati,52.0,37.0,16.5,0.0,0.0,
130519ykua_sati,75.5,8.5,16.5,0.0,0.0,
129292ykua_sati,75.5,8.5,16.5,0.0,0.0,
130564ykua_sati,12.5,84.0,0.0,0.0,3.0,
132125ykua_sati,19.0,75.5,16.5,0.0,0.0,
131985ykua_sati,93.0,76.5,74.0,0.0,11.0,1.0
131129ykua_sati,15.0,80.0,16.5,0.0,0.5,
132462ykua_sati,45.5,55.0,87.0,16.5,0.0,2.0
131576ykua_sati,98.0,85.0,75.0,0.0,11.0,3.0
129442ykua_sati,32.0,63.0,0.0,0.0,0.0,
125705ykua_sati,60.0,28.0,0.0,0.0,,
132278ykua_sati,72.0,14.0,0.0,0.0,0.0,
132226ykua_sati,69.0,16.0,16.5,0.0,0.0,
132183ykua_sati,86.0,80.0,59.0,0.0,0.0,0.0
129260ykua_sati,93.0,79.0,86.5,0.0,22.0,1.0
130140ykua_sati,20.5,89.5,71.0,0.0,0.0,0.0
132225ykua_sati,92.5,63.5,89.0,0.0,22.0,1.0
129594ykua_sati,78.0,89.5,59.0,0.0,0.0,0.0
123133ykua_sati,45.0,59.5,73.5,0.0,0.0,0.0
130216ykua_sati,11.0,99.0,93.0,0.0,5.5,0.0
131911ykua_sati,44.0,93.0,75.5,0.0,0.0,0.0
132476ykua_sati,36.5,58.5,90.5,0.0,0.0,6.0
132267ykua_sati,54.0,34.5,16.5,0.0,1.0,
132154ykua_sati,96.5,95.0,96.0,16.5,15.0,100.0
132262ykua_sati,51.0,38.0,0.0,0.0,0.0,
126654ykua_sati,72.0,12.5,16.5,0.0,1.0,
132511ykua_sati,74.5,11.0,0.0,0.0,0.0,
130329ykua_sati,82.0,2.5,0.0,0.0,0.0,
131852ykua_sati,7.5,89.5,16.5,0.0,1.0,
130904ykua_sati,64.5,21.5,16.5,0.0,1.0,
132481ykua_sati,68.0,18.0,16.5,0.0,1.0,
126404ykua_sati,82.0,1.0,16.5,0.0,0.0,
131963ykua_sati,100.0,95.0,97.0,0.0,55.0,19.0
122229ykua_sati,96.0,99.0,95.5,50.0,35.0,9.0
127605ykua_sati,75.0,95.0,76.0,0.0,16.0,7.0
130306ykua_sati,91.0,95.0,94.0,0.0,33.0,19.0
131373ykua_sati,94.0,92.5,82.0,0.0,25.0,9.0
127707ykua_sati,97.0,100.0,97.0,16.5,25.0,19.0
131733ykua_sati,41.0,91.5,83.0,49.5,1.0,
121649ykua_sati,99.0,100.0,89.0,0.0,50.0,15.0
127033ykua_sati,87.0,93.5,74.0,0.0,16.0,4.0
131121ykua_sati,48.5,100.0,84.5,0.0,25.0,14.0
130491ykua_sati,91.5,100.0,96.0,0.0,100.0,64.5
126872ykua_sati,100.0,91.5,94.0,0.0,23.0,17.0
131994ykua_sati,96.5,85.0,97.0,100.0,21.0,42.0
131588ykua_sati,79.5,87.0,74.5,0.0,16.0,9.0
127032ykua_sati,68.0,93.5,87.5,0.0,33.0,9.5
130765ykua_sati,55.5,32.5,49.5,0.0,0.0,
131819ykua_sati,77.0,92.0,88.5,0.0,37.0,8.0
127674ykua_sati,100.0,92.0,95.5,0.0,32.5,25.0
131080ykua_sati,84.0,97.0,84.0,0.0,29.0,9.0
131558ykua_sati,77.0,48.5,40.5,0.0,0.0,1.0
129530ykua_sati,91.0,48.0,90.5,0.0,8.0,9.0
131163ykua_sati,66.0,40.0,91.5,49.5,1.0,1.0
132245ykua_sati,70.5,16.0,97.5,16.5,0.0,0.0
125752ykua_sati,94.0,83.0,85.0,16.5,3.0,2.0
132209ykua_sati,43.0,47.0,16.5,0.0,0.0,
140726ykua_sati,89.5,45.0,96.0,16.5,6.5,5.0
130718ykua_sati,97.0,84.0,95.0,16.5,11.0,19.0
131675ykua_sati,94.5,85.5,64.0,0.0,0.0,0.0
127031ykua_sati,94.0,93.5,86.5,0.0,37.0,9.0
129582ykua_sati,10.0,53.0,99.0,0.0,0.0,
130739ykua_sati,94.5,51.5,75.5,0.0,5.0,8.0
132135ykua_sati,66.0,20.0,16.5,0.0,1.0,
123046ykua_sati,89.0,96.5,74.5,0.0,0.0,5.0
126328ykua_sati,75.0,11.0,100.0,16.5,1.0,
127169ykua_sati,89.5,100.0,90.0,0.0,33.0,23.0
128806ykua_sati,89.5,88.0,42.0,16.5,0.5,1.0
132163ykua_sati,0.0,91.0,0.0,0.0,0.0,
130333ykua_sati,94.0,87.0,95.0,16.5,11.0,6.0
129026ykua_sati,94.0,86.5,82.0,0.0,25.0,8.0
131993ykua_sati,17.5,78.0,16.5,0.0,0.0,
125182ykua_sati,23.0,52.0,0.0,0.0,0.0,
126625ykua_sati,51.0,38.0,16.5,0.0,0.0,
127873ykua_sati,59.0,28.0,16.5,0.0,0.0,
131199ykua_sati,83.0,0.0,16.5,0.0,0.0,
130365ykua_sati,93.0,0.0,94.0,0.0,0.0,3.0
132028ykua_sati,94.5,45.0,82.0,16.5,1.5,1.0
140063ykua_sati,86.0,100.0,91.5,0.0,44.0,61.0
140005ykua_sati,93.0,100.0,91.0,0.0,44.0,56.0
140552ykua_sati,89.0,100.0,91.0,0.0,58.0,100.0
1111111ykua_sati,97.0,97.0,96.0,0.0,100.0,22.0
140622ykua_sati,95.5,97.0,96.0,16.5,16.5,12.0
140626ykua_sati,83.0,100.0,97.0,16.5,23.5,15.5
140703ykua_sati,97.0,97.5,96.0,0.0,83.0,75.0
140690ykua_sati,96.5,100.0,89.5,0.0,54.0,15.0
140117ykua_sati,79.5,100.0,87.0,0.0,37.0,12.0
140354ykua_sati,12.0,84.5,100.0,16.5,0.0,
140531ykua_sati,29.0,64.0,100.0,49.5,0.0,2.0
140688ykua_sati,79.0,97.5,86.5,0.0,33.0,8.0
140222ykua_sati,44.0,43.0,0.0,0.0,1.0,
140297ykua_sati,97.0,56.0,90.0,49.5,3.5,2.0
140611ykua_sati,85.0,10.0,91.5,16.5,0.5,1.0
140706ykua_sati,10.0,100.0,87.0,0.0,0.0,8.0
140208ykua_sati,0.0,96.5,0.0,0.0,0.0,
140694ykua_sati,100.0,100.0,90.5,0.0,44.0,30.5
140430ykua_sati,12.0,91.0,97.5,16.5,1.5,6.0
140085ykua_sati,47.0,85.5,99.0,16.5,20.0,13.0
140067ykua_sati,96.0,100.0,86.0,0.0,22.0,15.0
94ykua_sati,91.0,100.0,86.0,0.0,37.0,23.0
140658ykua_sati,44.0,56.5,96.0,0.0,0.0,2.0
140755ykua_sati,78.0,41.0,93.5,16.5,2.5,1.0
140792ykua_sati,93.5,9.0,96.0,16.5,2.5,3.0
140608ykua_sati,79.0,88.0,0.0,49.5,0.0,8.0
140157ykua_sati,79.0,5.0,16.5,0.0,1.0,
140733ykua_sati,80.0,5.0,100.0,16.5,1.0,
140242ykua_sati,89.5,9.0,94.5,16.5,1.5,3.0
140170ykua_sati,93.0,100.0,94.5,50.0,75.0,21.0
140032ykua_sati,91.0,100.0,93.5,0.0,33.0,25.0
140799ykua_sati,96.0,3.0,94.0,16.5,1.5,0.5
140049ykua_sati,96.0,84.0,91.0,16.5,6.0,4.0
140566ykua_sati,99.0,100.0,95.0,0.0,66.0,38.5
