,fecha,cod_cliente,cod_art,_canal_cliente,venta,kilos
96421,2023-09-22,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96422,2023-09-29,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96423,2023-09-30,123535ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96424,2023-10-02,123354ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96425,2023-10-04,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96426,2023-10-07,123443ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96427,2023-10-11,126957ykua_sati,112ykua_sati,HORECA,861,7
96428,2023-10-11,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96429,2023-10-14,126866ykua_sati,112ykua_sati,Distribuidores,801,7
96430,2023-10-27,132241ykua_sati,112ykua_sati,HORECA,1157,7
96431,2023-11-01,123443ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96432,2023-11-01,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96433,2023-11-04,123535ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96434,2023-11-06,123354ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96435,2023-11-06,127100ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96436,2023-11-08,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96437,2023-11-11,123535ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96438,2023-11-15,126957ykua_sati,112ykua_sati,HORECA,861,7
96439,2023-11-15,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96440,2023-11-30,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96441,2023-12-13,126957ykua_sati,112ykua_sati,HORECA,861,7
96442,2023-12-13,132241ykua_sati,112ykua_sati,HORECA,1157,7
96443,2023-12-27,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96444,2024-01-03,126957ykua_sati,112ykua_sati,HORECA,861,7
96445,2024-01-16,131794ykua_sati,112ykua_sati,Consumidor Final,801,7
96446,2024-01-29,123354ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96447,2024-01-29,128612ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96448,2024-01-31,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96449,2024-02-03,123443ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96450,2024-02-05,123354ykua_sati,112ykua_sati,Grupo de Compras,984,7
96451,2024-02-05,129364ykua_sati,112ykua_sati,Grupo de Compras,1099,7
96452,2024-02-05,132243ykua_sati,112ykua_sati,Grupo de Compras,1222,7
96453,2024-02-07,126957ykua_sati,112ykua_sati,HORECA,861,7
96454,2024-02-14,123443ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96455,2024-02-17,123535ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96456,2024-02-19,123535ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96457,2024-02-19,123354ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96458,2024-02-20,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96459,2024-02-21,125221ykua_sati,112ykua_sati,Grupo de Compras,1042,7
96460,2024-03-02,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96461,2024-03-06,126957ykua_sati,112ykua_sati,HORECA,861,7
96462,2024-03-16,123535ykua_sati,112ykua_sati,Grupo de Compras,1157,7
96464,2024-03-21,132480ykua_sati,112ykua_sati,Distribuidores,801,7
96465,2023-01-09,129270ykua_sati,118ykua_sati,Minorista,1150,7
96466,2023-01-16,129071ykua_sati,118ykua_sati,Minorista,1191,7
96467,2023-01-18,126866ykua_sati,118ykua_sati,Distribuidores,1090,7
96468,2023-01-23,130202ykua_sati,118ykua_sati,Minorista,1324,7
96469,2023-01-27,129071ykua_sati,118ykua_sati,Minorista,1324,7
96470,2023-01-31,130202ykua_sati,118ykua_sati,Minorista,1324,7
96471,2023-02-01,129270ykua_sati,118ykua_sati,Minorista,1324,7
96472,2023-02-06,130202ykua_sati,118ykua_sati,Minorista,1324,7
96473,2023-02-09,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1191,7
96474,2023-02-09,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96475,2023-02-13,130722ykua_sati,118ykua_sati,Minorista,1324,7
96476,2023-02-23,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96477,2023-02-23,131173ykua_sati,118ykua_sati,Supermercados Independientes,1203,7
96478,2023-02-23,129270ykua_sati,118ykua_sati,Minorista,1324,7
96479,2023-02-24,129475ykua_sati,118ykua_sati,Consumidor Final,1090,7
96480,2023-02-24,132159ykua_sati,118ykua_sati,HORECA,1150,7
96481,2023-02-25,132066ykua_sati,118ykua_sati,Distribuidores,1090,7
96482,2023-03-02,128891ykua_sati,118ykua_sati,Consumidor Final,1090,7
96483,2023-03-02,131025ykua_sati,118ykua_sati,Consumidor Final,1090,7
96484,2023-03-06,130202ykua_sati,118ykua_sati,Minorista,1324,7
96485,2023-03-06,130722ykua_sati,118ykua_sati,Minorista,1324,7
96486,2023-03-06,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96487,2023-03-13,129071ykua_sati,118ykua_sati,Minorista,1324,7
96488,2023-03-25,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96489,2023-03-27,130722ykua_sati,118ykua_sati,Minorista,1324,7
96490,2023-03-27,129270ykua_sati,118ykua_sati,Minorista,1324,7
96491,2023-04-10,130722ykua_sati,118ykua_sati,Minorista,1324,7
96492,2023-04-12,129071ykua_sati,118ykua_sati,Minorista,1324,7
96493,2023-04-13,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96494,2023-04-17,130722ykua_sati,118ykua_sati,Minorista,1324,7
96495,2023-04-29,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96496,2023-05-05,130722ykua_sati,118ykua_sati,Minorista,1324,7
96497,2023-05-11,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96498,2023-05-25,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96499,2023-05-30,127536ykua_sati,118ykua_sati,Minorista,1257,7
96500,2023-06-01,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96501,2023-06-03,127907ykua_sati,118ykua_sati,Supermercados Independientes,1191,7
96502,2023-06-10,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96503,2023-06-12,130722ykua_sati,118ykua_sati,Minorista,1324,7
96504,2023-06-13,132155ykua_sati,118ykua_sati,HORECA,1035,7
96505,2023-06-21,132033ykua_sati,118ykua_sati,Distribuidores,1191,7
96506,2023-06-27,129270ykua_sati,118ykua_sati,Minorista,1324,7
96507,2023-06-27,130722ykua_sati,118ykua_sati,Minorista,1324,7
96508,2023-07-24,129071ykua_sati,118ykua_sati,Minorista,1324,7
96509,2023-07-24,130722ykua_sati,118ykua_sati,Minorista,1324,7
96510,2023-08-02,131705ykua_sati,118ykua_sati,Carnicería & Pollería,1257,7
96511,2023-08-08,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96512,2023-08-14,130722ykua_sati,118ykua_sati,Minorista,1324,7
96513,2023-08-17,129071ykua_sati,118ykua_sati,Minorista,1324,7
96514,2023-09-11,130722ykua_sati,118ykua_sati,Minorista,1324,7
96515,2023-09-13,131705ykua_sati,118ykua_sati,Carnicería & Pollería,1257,7
96516,2023-09-23,132241ykua_sati,118ykua_sati,HORECA,1150,7
96517,2023-10-03,129270ykua_sati,118ykua_sati,Minorista,1324,7
96518,2023-10-04,131705ykua_sati,118ykua_sati,Carnicería & Pollería,1257,7
96519,2023-10-16,130722ykua_sati,118ykua_sati,Minorista,1324,7
96520,2023-10-17,131722ykua_sati,118ykua_sati,HORECA,1324,7
96521,2023-10-25,132033ykua_sati,118ykua_sati,Distribuidores,1191,7
96522,2023-10-27,132241ykua_sati,118ykua_sati,HORECA,1150,7
96523,2023-10-30,130722ykua_sati,118ykua_sati,Minorista,1324,7
96524,2023-11-20,130722ykua_sati,118ykua_sati,Minorista,1324,7
96525,2023-11-20,128891ykua_sati,118ykua_sati,Consumidor Final,1090,7
96526,2023-11-21,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96527,2023-11-23,132033ykua_sati,118ykua_sati,Distribuidores,1191,7
96528,2023-12-07,130747ykua_sati,118ykua_sati,HORECA,1150,7
96529,2023-12-13,132033ykua_sati,118ykua_sati,Distribuidores,1191,7
96530,2023-12-13,132241ykua_sati,118ykua_sati,HORECA,1150,7
96531,2023-12-15,129270ykua_sati,118ykua_sati,Minorista,1324,7
96532,2023-12-21,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96533,2023-12-29,129270ykua_sati,118ykua_sati,Minorista,1324,7
96534,2023-12-29,132480ykua_sati,118ykua_sati,Distribuidores,1090,7
96535,2024-01-15,132480ykua_sati,118ykua_sati,Distribuidores,1090,7
96536,2024-01-15,130722ykua_sati,118ykua_sati,Minorista,1324,7
96537,2024-01-17,131705ykua_sati,118ykua_sati,Carnicería & Pollería,1257,7
96538,2024-01-17,129270ykua_sati,118ykua_sati,Minorista,1324,7
96539,2024-01-18,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96540,2024-01-22,130722ykua_sati,118ykua_sati,Minorista,1324,7
96541,2024-01-26,132241ykua_sati,118ykua_sati,HORECA,1150,7
96542,2024-01-30,130722ykua_sati,118ykua_sati,Minorista,1324,7
96543,2024-02-07,129270ykua_sati,118ykua_sati,Minorista,1324,7
96544,2024-02-08,131794ykua_sati,118ykua_sati,Consumidor Final,1090,7
96545,2024-02-12,130722ykua_sati,118ykua_sati,Minorista,1324,7
96546,2024-02-13,131705ykua_sati,118ykua_sati,Carnicería & Pollería,1257,7
96547,2024-02-19,130722ykua_sati,118ykua_sati,Minorista,1324,7
96548,2024-02-21,132480ykua_sati,118ykua_sati,Distribuidores,1090,7
96549,2024-02-26,130722ykua_sati,118ykua_sati,Minorista,1324,7
96550,2024-02-27,132480ykua_sati,118ykua_sati,Distribuidores,1090,7
96551,2024-03-08,132241ykua_sati,118ykua_sati,HORECA,1150,7
96552,2024-03-11,130722ykua_sati,118ykua_sati,Minorista,1324,7
96553,2024-03-12,132155ykua_sati,118ykua_sati,HORECA,1035,7
96554,2024-03-14,129270ykua_sati,118ykua_sati,Minorista,1324,7
96555,2024-03-15,132480ykua_sati,118ykua_sati,Distribuidores,1090,7
96556,2024-03-18,131722ykua_sati,118ykua_sati,HORECA,1324,7
96557,2024-03-18,130722ykua_sati,118ykua_sati,Minorista,1324,7
96558,2024-03-21,132151ykua_sati,118ykua_sati,Carnicería & Pollería,1324,7
96559,2024-03-25,130722ykua_sati,118ykua_sati,Minorista,0,7
96560,2024-03-30,131794ykua_sati,118ykua_sati,Consumidor Final,1090,7
96561,2023-01-05,129748ykua_sati,113ykua_sati,Grupo de Compras,899,5
96562,2023-01-09,129819ykua_sati,113ykua_sati,Grupo de Compras,949,5
96563,2023-01-10,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96564,2023-01-10,130485ykua_sati,113ykua_sati,Supermercados Independientes,899,5
96565,2023-01-11,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96566,2023-01-12,129748ykua_sati,113ykua_sati,Grupo de Compras,899,5
96567,2023-01-13,126341ykua_sati,113ykua_sati,Supermercados Independientes,879,5
96568,2023-01-13,129475ykua_sati,113ykua_sati,Consumidor Final,755,5
96569,2023-01-14,123476ykua_sati,113ykua_sati,Minorista,899,5
96570,2023-01-17,127299ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96571,2023-01-18,125258ykua_sati,113ykua_sati,Grupo de Compras,899,5
96572,2023-01-25,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96573,2023-02-03,126341ykua_sati,113ykua_sati,Supermercados Independientes,879,5
96574,2023-02-04,127907ykua_sati,113ykua_sati,Supermercados Independientes,899,5
96575,2023-02-04,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96576,2023-02-06,131794ykua_sati,113ykua_sati,Consumidor Final,755,5
96577,2023-02-07,131651ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96578,2023-02-08,129475ykua_sati,113ykua_sati,Consumidor Final,755,5
96579,2023-02-09,130448ykua_sati,113ykua_sati,Minorista,999,5
96580,2023-02-09,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96581,2023-02-11,130448ykua_sati,113ykua_sati,Minorista,999,5
96582,2023-02-14,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96583,2023-02-15,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96584,2023-02-15,132451ykua_sati,113ykua_sati,Minorista,999,5
96585,2023-02-15,128758ykua_sati,113ykua_sati,Grupo de Compras,999,5
96586,2023-02-15,132460ykua_sati,113ykua_sati,Supermercados Independientes,1058,5
96587,2023-02-18,123476ykua_sati,113ykua_sati,Minorista,899,5
96588,2023-02-21,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96589,2023-02-22,125258ykua_sati,113ykua_sati,Grupo de Compras,899,5
96590,2023-03-04,123476ykua_sati,113ykua_sati,Minorista,899,5
96591,2023-03-06,129819ykua_sati,113ykua_sati,Grupo de Compras,949,5
96592,2023-03-06,130016ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96593,2023-03-06,132008ykua_sati,113ykua_sati,Minorista,949,5
96594,2023-03-08,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96595,2023-03-14,127907ykua_sati,113ykua_sati,Supermercados Independientes,899,5
96596,2023-03-23,129748ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96597,2023-03-25,123476ykua_sati,113ykua_sati,Minorista,899,5
96598,2023-03-25,131651ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96599,2023-03-27,129819ykua_sati,113ykua_sati,Grupo de Compras,949,5
96600,2023-04-04,125834ykua_sati,113ykua_sati,Grupo de Compras,899,5
96601,2023-04-04,129712ykua_sati,113ykua_sati,Minorista,899,5
96602,2023-04-10,132066ykua_sati,113ykua_sati,Distribuidores,755,5
96603,2023-04-10,132008ykua_sati,113ykua_sati,Minorista,949,5
96604,2023-04-11,129041ykua_sati,113ykua_sati,HORECA,1058,5
96605,2023-04-15,124359ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96606,2023-04-19,129655ykua_sati,113ykua_sati,Consumidor Final,755,5
96607,2023-04-22,123476ykua_sati,113ykua_sati,Minorista,899,5
96608,2023-04-29,129655ykua_sati,113ykua_sati,Consumidor Final,755,5
96609,2023-05-02,126387ykua_sati,113ykua_sati,Minorista,999,5
96610,2023-05-03,126387ykua_sati,113ykua_sati,Minorista,999,5
96611,2023-05-03,125258ykua_sati,113ykua_sati,Grupo de Compras,899,5
96612,2023-05-04,127299ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96613,2023-05-25,129748ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96614,2023-05-29,132008ykua_sati,113ykua_sati,Minorista,949,5
96615,2023-05-29,121911ykua_sati,113ykua_sati,Grupo de Compras,0,5
96616,2023-05-30,131889ykua_sati,113ykua_sati,HORECA,1026,5
96617,2023-05-30,127299ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96618,2023-05-30,130485ykua_sati,113ykua_sati,Supermercados Independientes,1058,5
96619,2023-05-30,126650ykua_sati,113ykua_sati,Grupo de Compras,879,5
96620,2023-05-30,129025ykua_sati,113ykua_sati,Carnicería & Pollería,499,5
96621,2023-05-31,131319ykua_sati,113ykua_sati,Minorista,999,5
96622,2023-05-31,130677ykua_sati,113ykua_sati,Supermercados Independientes,999,5
96623,2023-05-31,128747ykua_sati,113ykua_sati,Supermercados Independientes,899,5
96624,2023-05-31,125247ykua_sati,113ykua_sati,Grupo de Compras,879,5
96625,2023-05-31,124555ykua_sati,113ykua_sati,Grupo de Compras,899,5
96626,2023-06-01,130016ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96627,2023-06-01,132151ykua_sati,113ykua_sati,Carnicería & Pollería,999,5
96628,2023-06-01,130448ykua_sati,113ykua_sati,Minorista,999,5
96629,2023-06-01,130943ykua_sati,113ykua_sati,Grupo de Compras,1058,5
96630,2023-06-01,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96631,2023-06-02,132155ykua_sati,113ykua_sati,HORECA,952,5
96632,2023-06-03,129475ykua_sati,113ykua_sati,Consumidor Final,755,5
96633,2023-06-03,131097ykua_sati,113ykua_sati,Grupo de Compras,899,5
96634,2023-06-14,126957ykua_sati,113ykua_sati,HORECA,811,5
96635,2023-06-14,131226ykua_sati,113ykua_sati,Carnicería & Pollería,999,5
96636,2023-06-15,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96637,2023-06-21,130677ykua_sati,113ykua_sati,Supermercados Independientes,999,5
96638,2023-06-22,130448ykua_sati,113ykua_sati,Minorista,999,5
96639,2023-06-28,124555ykua_sati,113ykua_sati,Grupo de Compras,899,5
96640,2023-06-28,125258ykua_sati,113ykua_sati,Grupo de Compras,899,5
96641,2023-07-04,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96642,2023-07-05,125139ykua_sati,113ykua_sati,Grupo de Compras,929,5
96643,2023-07-06,130448ykua_sati,113ykua_sati,Minorista,999,5
96644,2023-07-06,123475ykua_sati,113ykua_sati,Grupo de Compras,879,5
96645,2023-07-08,123476ykua_sati,113ykua_sati,Minorista,899,5
96646,2023-07-19,131046ykua_sati,113ykua_sati,Grupo de Compras,899,5
96647,2023-07-24,132008ykua_sati,113ykua_sati,Minorista,949,5
